0
-1
-43547
-325380
-919990
-1419913
-1492873
-1314548
-1110738
-941992
-769112
-472578
-1584
514480
913574
1220162
1539414
1837868
2011870
2055056
2031200
1936750
1714788
1381560
1079932
885386
612490
158782
-294634
-624432
-880334
-1107542
-1309314
-1529356
-1771888
-1951868
-2031848
-2041544
-2012842
-1979316
-1926970
-1822554
-1708532
-1573030
-1332294
-1011544
-659764
-230384
285390
731630
991016
1189176
1462316
1749824
1937308
2016596
2041040
1993410
1797128
1490700
1186764
835502
372906
-70116
-421390
-719212
-940248
-1133236
-1387922
-1643908
-1828082
-1956728
-2027178
-2037756
-2027152
-2010858
-1947144
-1792174
-1582534
-1334658
-1042780
-826862
-670092
-344228
145028
616258
1050472
1433388
1702058
1878212
1981614
2018738
1999742
1926370
1808334
1613628
1239284
619452
-44326
-426192
-557954
-688768
-875206
-1080126
-1278854
-1479962
-1716204
-1926732
-2040722
-2070586
-2055912
-2022854
-1952670
-1813750
-1614998
-1372776
-1109162
-828776
-506146
-134168
283824
692780
1049250
1372160
1638830
1823394
1948776
2022258
2029124
1977076
1809378
1468744
1058600
664586
288820
-54320
-377872
-661126
-866620
-1096320
-1432972
-1732440
-1883490
-1967028
-2038556
-2056488
-2007354
-1951362
-1902836
-1816646
-1663432
-1400346
-1038880
-660660
-302408
33860
346932
644236
