#CLOCK=0.001000000
#SIZE=10240
-2.867636,0,0
-2.867636,0,0
-2.867636,0,0
-2.836386,0,0
-2.836386,0,0
-2.867636,0,0
-2.836386,0,0
-2.836386,0,0
0.038614,0,0
-2.867636,0,0
-2.867636,0,0
-2.867636,0,0
-2.867636,0,0
-2.836386,0,0
-2.836386,0,0
-1.961386,0,0
-2.836386,0,0
-2.836386,0,0
-2.836386,0,0
-2.836386,0,0
-2.867636,0,0
-2.836386,0,0
-2.836386,0,0
-2.836386,0,0
-2.836386,0,0
-2.836386,0,0
-2.836386,0,0
-2.836386,0,0
-2.836386,0,0
-2.836386,0,0
-2.836386,0,0
-2.867636,0,0
-2.836386,0,0
-2.836386,0,0
-2.836386,0,0
-2.867636,0,0
0.038614,0,0
-2.836386,0,0
-2.836386,0,0
-2.836386,0,0
-2.867636,0,0
-2.836386,0,0
-2.867636,0,0
-2.836386,0,0
-2.867636,0,0
-2.836386,0,0
-2.836386,0,0
-2.836386,0,0
-2.867636,0,0
-2.867636,0,0
-2.836386,0,0
-0.430136,0,0
-2.836386,0,0
-2.836386,0,0
-2.836386,0,0
-2.836386,0,0
-2.836386,0,0
-2.836386,0,0
-2.836386,0,0
-2.867636,0,0
-2.836386,0,0
-2.867636,0,0
-2.836386,0,0
-2.867636,0,0
0.069864,0,0
-2.836386,0,0
-2.836386,0,0
-2.836386,0,0
0.038614,0,0
-2.836386,0,0
0.538614,0,0
-2.836386,0,0
-2.367636,0,0
-2.836386,0,0
-2.836386,0,0
-2.836386,0,0
-2.836386,0,0
-2.836386,0,0
-2.867636,0,0
-2.836386,0,0
-2.867636,0,0
0.444864,0,0
-2.836386,0,0
-0.430136,0,0
-2.836386,0,0
-2.836386,0,0
-2.867636,0,0
-2.836386,0,0
-2.367636,0,0
-2.836386,0,0
-2.836386,0,0
-2.836386,0,0
-2.836386,0,0
-2.773886,0,0
-2.836386,0,0
-2.836386,0,0
0.038614,0,0
-2.836386,0,0
-2.836386,0,0
-1.867636,0,0
-2.836386,0,0
-2.867636,0,0
-2.836386,0,0
-2.867636,0,0
-2.836386,0,0
0.444864,0,0
-2.836386,0,0
-2.836386,0,0
0.069864,0,0
-2.836386,0,0
-2.836386,0,0
-0.461386,0,0
-2.836386,0,0
-2.836386,0,0
-2.867636,0,0
-0.461386,0,0
-2.867636,0,0
-2.836386,0,0
-2.836386,0,0
-0.461386,0,0
-2.867636,0,0
-2.867636,0,0
-2.867636,0,0
-0.461386,0,0
0.069864,0,0
-2.836386,0,0
-2.836386,0,0
-2.836386,0,0
-2.367636,0,0
-2.836386,0,0
-2.836386,0,0
-2.836386,0,0
-2.836386,0,0
-2.836386,0,0
0.569864,0,0
-1.867636,0,0
-2.867636,0,0
-2.836386,0,0
-2.836386,0,0
-2.836386,0,0
-2.867636,0,0
-2.773886,0,0
0.569864,0,0
-1.836386,0,0
-2.836386,0,0
-2.836386,0,0
-2.836386,0,0
-2.867636,0,0
-2.836386,0,0
-2.867636,0,0
-2.836386,0,0
-2.867636,0,0
-2.367636,0,0
-2.773886,0,0
0.538614,0,0
-1.867636,0,0
0.038614,0,0
0.444864,0,0
-2.836386,0,0
-1.867636,0,0
0.069864,0,0
-2.867636,0,0
-2.836386,0,0
-1.867636,0,0
0.069864,0,0
0.444864,0,0
0.538614,0,0
-0.461386,0,0
-2.398886,0,0
-2.773886,0,0
-2.836386,0,0
-2.867636,0,0
-2.867636,0,0
-2.867636,0,0
-2.836386,0,0
-2.867636,0,0
-2.867636,0,0
